,AM_refseq_aegilops_tauschii,AM_refseq_ananas_comosus,AM_refseq_asparagus_officinalis,AM_refseq_brachypodium_distachyon,AM_refseq_cajanus_cajan,AM_refseq_capsicum_annuum,AM_refseq_carica_papaya,AM_refseq_cicer_arietinum,AM_refseq_cucumis_melo,AM_refseq_daucus_carota,AM_refseq_fragaria_vesca,AM_refseq_gossypium_arboreum,AM_refseq_helianthus_annuus,AM_refseq_hevea_brasiliensis,AM_refseq_lactuca_sativa,AM_refseq_manihot_esculenta,AM_refseq_medicago_truncatula,AM_refseq_musa_acuminata,AM_refseq_nicotiana_tabacum,AM_refseq_olea_europaea,AM_refseq_phaseolus_vulgaris,AM_refseq_phoenix_dactylifera,AM_refseq_prunus_persica,AM_refseq_ricinus_communis,AM_refseq_sesamum_indicum,AM_refseq_setaria_italica,AM_refseq_solanum_lycopersicum,AM_refseq_sorghum_bicolor,AM_refseq_theobroma_cacao,AM_refseq_vigna_radiata,AM_refseq_vitis_vinifera,AM_refseq_zea_mays,NM_refseq_arabidopsis_lyrata,NM_refseq_arabidopsis_thaliana,NM_refseq_beta_vulgaris,NM_refseq_brassica_rapa,NM_refseq_capsella_rubella,NM_refseq_eutrema_salsugineum,NM_refseq_lupinus_angustifolius,NM_refseq_nelumbo_nucifera,NM_refseq_spinacia_oleracea,NM_refseq_tarenaya_hassleriana,mann_w,mann_p,mann_FDR,am_avg,nm_avg,am_freq,nm_freq,am_v_nm
OG0001428,0,1,3,0,3,5,1,2,1,17,3,2,14,6,7,7,5,0,9,12,2,5,3,5,6,0,6,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,290,7.97802739056816E-05,0.001845480893164,4.125,0,0.8125,0,Inf
OG0001430,9,4,3,8,1,2,0,1,0,2,5,4,4,4,5,4,3,7,4,1,1,7,2,3,2,16,2,13,2,1,2,9,0,0,0,0,0,0,0,0,0,0,310,7.15563096443562E-06,0.000388622452946,4.09375,0,0.9375,0,Inf
OG0001444,3,1,2,4,5,3,2,3,5,2,2,5,4,4,2,5,2,6,7,7,4,4,2,2,2,3,3,3,2,5,3,5,1,1,1,3,1,1,5,3,1,2,256,0.004028992648761,0.043014849051989,3.5,1.9,1,1,1.84210526315789
OG0001514,2,3,6,2,2,4,2,3,3,6,1,4,4,3,3,3,3,6,8,9,3,5,2,3,5,2,4,2,2,3,4,2,2,1,1,1,1,1,3,2,1,2,285.5,0.000155289270424,0.003455604295957,3.5625,1.5,1,1,2.375
OG0001517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,0,19,15,22,0,0,0,14,64,3.58698185311013E-06,0.00019745781772,0,12.9,0,0.6,0
OG0001539,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,13,0,0,0,2,0,11,9,5,5,11,5,0,0,6,2,62.5,0.000636389939526,0.010254337051366,2.3125,5.4,0.1875,0.8,0.428240740740741
OG0001549,4,3,3,2,2,2,1,2,3,3,2,3,4,3,2,3,2,4,6,4,2,3,2,2,3,2,3,2,2,2,2,3,4,4,2,6,4,4,6,4,2,5,64,0.003047377536599,0.033454778993692,2.6875,4.1,1,1,0.655487804878049
OG0001572,7,3,5,5,2,3,3,2,1,6,8,4,8,2,7,2,5,1,5,4,1,7,9,2,3,1,5,3,5,1,5,1,0,0,0,0,0,0,0,0,0,0,320,1.85195745292151E-06,0.00019745781772,3.9375,0,1,0,Inf
OG0001586,5,1,0,4,2,3,2,3,2,2,2,6,3,4,3,3,3,9,7,8,3,4,2,2,3,4,2,4,3,2,3,5,2,1,2,1,1,1,3,2,1,3,261,0.002315906109299,0.026226244588159,3.40625,1.7,0.96875,1,2.00367647058824
OG0001648,2,3,4,2,4,3,2,3,2,4,6,4,7,5,3,3,4,3,4,4,4,3,2,3,3,2,3,2,4,2,3,2,1,1,2,2,1,1,3,3,2,3,263,0.001690767569712,0.019924426693123,3.28125,1.9,1,1,1.72697368421053
OG0001651,1,2,3,1,3,1,2,3,2,3,2,4,3,4,4,3,3,3,4,6,3,1,2,2,2,1,1,1,2,4,2,1,5,4,5,10,3,4,5,2,2,5,60.5,0.002798009004896,0.031133539392205,2.46875,4.5,1,1,0.548611111111111
OG0001656,15,0,11,9,2,1,0,1,0,10,6,2,6,4,7,2,2,0,2,4,1,3,4,1,3,7,1,10,4,2,3,0,0,0,0,0,0,0,0,0,0,0,295,4.54766210792481E-05,0.001075344299265,3.84375,0,0.84375,0,Inf
OG0001658,11,2,2,4,2,7,1,2,5,3,2,2,6,3,4,4,2,1,8,2,0,1,2,6,4,3,4,4,4,2,7,1,0,0,1,0,0,0,2,2,7,0,265,0.00168471270908,0.019861221227691,3.46875,1.2,0.96875,0.4,2.890625
OG0001688,2,2,3,2,4,3,3,4,3,4,3,2,4,3,3,3,3,4,7,5,5,2,3,2,3,3,3,3,2,4,4,2,1,1,3,2,1,1,2,3,3,2,263,0.001513825171807,0.019844703944293,3.21875,1.9,1,1,1.69407894736842
OG0001717,12,2,0,3,4,2,2,2,2,4,4,2,3,4,5,4,2,4,4,3,2,2,2,3,3,6,1,7,2,2,5,5,1,1,1,2,1,1,2,1,2,2,279,0.000293221240077,0.005017418837051,3.375,1.4,0.96875,1,2.41071428571429
OG0001777,3,4,0,2,9,2,0,4,2,0,3,4,6,5,0,2,7,1,7,2,7,7,5,2,1,2,7,2,3,6,2,2,0,0,0,0,0,0,6,5,0,0,256,0.004005834118014,0.042799410267958,3.40625,1.1,0.875,0.2,3.09659090909091
OG0001779,2,2,3,2,2,1,2,2,3,5,2,2,4,2,3,2,2,2,5,3,2,4,2,2,3,3,3,2,2,2,2,1,5,4,3,7,4,4,2,4,3,5,49.5,0.000529740094111,0.008667103020392,2.46875,4.1,1,1,0.602134146341463
OG0001804,2,2,1,3,3,1,2,2,2,4,2,4,1,2,2,2,2,2,4,2,3,3,2,2,2,4,2,4,2,3,2,5,5,5,2,6,5,4,5,2,2,4,69,0.004103767337023,0.043715697290576,2.46875,4,1,1,0.6171875
OG0001828,0,1,3,0,3,1,1,2,0,1,1,3,0,1,0,4,4,0,4,3,4,0,1,3,1,0,1,0,6,7,8,0,3,3,5,5,3,3,19,8,6,1,64.5,0.004241471407905,0.044932696736396,1.96875,5.6,0.6875,1,0.3515625
OG0001859,4,2,2,2,3,1,1,2,3,4,1,2,13,4,5,2,3,4,6,6,3,6,1,1,6,3,2,2,5,2,4,2,1,1,1,1,1,1,1,3,0,1,282.5,0.000221682545045,0.00409253533352,3.34375,1.1,1,0.9,3.03977272727273
OG0001865,3,3,4,3,3,4,1,3,2,6,2,3,3,4,2,4,3,4,6,2,4,4,2,2,2,2,5,2,2,3,3,3,1,1,1,2,1,1,4,4,1,2,254,0.004498621271323,0.047118260709117,3.09375,1.8,1,1,1.71875
OG0001871,5,3,2,4,3,2,2,2,4,3,1,3,3,5,3,5,2,3,4,4,2,2,1,3,2,5,2,4,3,2,2,11,1,1,2,2,1,1,2,2,2,1,277.5,0.000335421332004,0.005705538702475,3.1875,1.5,1,1,2.125
OG0001877,6,2,3,2,1,4,1,1,3,9,1,10,10,1,4,1,2,1,6,1,1,1,1,2,14,4,4,6,5,1,1,3,0,0,0,0,0,0,0,5,0,0,295.5,4.65262637790469E-05,0.00109925950524,3.5,0.5,1,0.1,7
OG0001884,2,2,2,2,4,3,3,3,4,3,3,4,2,5,2,3,2,4,4,3,4,4,3,3,3,2,3,2,3,4,2,4,2,2,1,2,2,2,3,3,2,1,258,0.002381231098628,0.026912969891254,3.03125,2,1,1,1.515625
OG0001900,2,2,2,2,4,4,2,2,2,3,2,4,5,4,3,2,2,5,8,7,4,2,3,2,3,2,4,2,2,3,3,3,1,1,1,1,1,2,4,2,1,2,272.5,0.000524009471669,0.008578229128808,3.125,1.6,1,1,1.953125
OG0001910,3,2,1,2,3,2,2,3,2,2,1,3,3,3,2,3,7,2,4,2,4,1,2,2,2,1,2,2,2,3,2,2,4,3,5,5,3,3,5,3,3,5,41,0.000229822501728,0.00409253533352,2.40625,3.9,1,1,0.61698717948718
OG0001927,1,1,0,1,2,2,4,3,2,1,5,3,4,1,0,1,5,0,4,0,1,3,2,0,1,1,5,1,1,2,2,1,5,6,4,5,7,8,1,3,14,3,43.5,0.000478288039918,0.00788365770903,1.875,5.6,0.84375,1,0.334821428571429
OG0001937,3,1,2,1,7,1,1,2,0,24,2,1,18,2,10,1,3,3,5,1,6,2,1,1,1,2,1,1,1,5,3,0,0,0,0,0,0,0,3,0,0,0,288,0.00011025843439,0.002496237052816,3.5,0.3,0.9375,0.1,11.6666666666667
OG0001991,17,2,3,1,3,3,2,2,3,2,7,2,4,4,3,3,4,1,10,6,1,1,5,1,1,2,2,1,3,0,5,1,0,0,2,0,0,0,2,2,3,0,260,0.002822688339639,0.03138383746046,3.28125,0.9,0.96875,0.4,3.64583333333333
OG0002000,10,4,2,4,1,1,1,1,1,2,2,1,6,9,2,7,2,2,9,2,1,5,1,6,1,4,5,2,1,1,1,6,1,1,1,1,1,1,1,1,2,1,250,0.004478275594435,0.046957927158331,3.21875,1.1,1,1,2.92613636363636
OG0002019,5,4,1,5,4,1,1,1,1,1,1,3,4,4,1,3,2,7,4,2,4,8,1,2,1,5,2,5,5,4,3,6,1,1,1,1,1,1,1,2,1,2,256,0.003148047497124,0.034428399159637,3.15625,1.2,1,1,2.63020833333333
OG0002025,4,4,3,3,4,2,1,3,1,3,2,2,5,3,5,2,4,4,4,3,3,4,2,2,2,3,2,3,2,3,2,5,2,2,1,2,2,2,4,1,1,1,255.5,0.003647691356364,0.039338653404033,2.96875,1.8,1,1,1.64930555555556
OG0002037,3,1,1,2,2,2,5,2,2,3,5,2,3,3,3,2,2,5,8,4,2,2,5,1,6,2,3,2,5,2,2,3,2,1,1,1,1,1,2,1,1,7,258.5,0.002625432551765,0.029452822027411,2.96875,1.8,1,1,1.64930555555556
OG0002044,2,2,3,4,3,2,2,2,1,2,2,5,4,4,3,2,3,7,4,6,4,4,1,1,3,3,2,2,3,3,3,3,1,1,1,2,1,1,6,2,1,2,256.5,0.003532893298643,0.038274033199147,2.96875,1.8,1,1,1.64930555555556
OG0002050,2,2,1,1,5,2,2,4,2,3,2,3,2,5,3,3,2,3,3,2,3,2,2,2,3,1,2,1,2,3,1,1,4,4,5,6,4,4,3,4,2,2,59,0.002035696664023,0.023422332862385,2.34375,3.8,1,1,0.616776315789474
OG0002058,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,16,8,45,0,0,0,0,85,0.00070152284149,0.011135221677357,0.09375,11,0.0625,0.5,0.008522727272727
OG0002068,5,2,3,4,3,3,2,3,2,2,2,3,3,4,2,4,3,3,6,3,4,3,2,1,4,5,3,4,2,3,2,4,0,0,2,0,0,0,4,3,2,2,262,0.001977832881196,0.022857256104887,3.09375,1.3,1,0.5,2.37980769230769
OG0002093,1,1,2,2,2,3,1,2,3,1,2,4,2,4,2,4,2,3,6,4,2,1,2,2,3,1,3,1,2,2,2,2,4,4,3,6,4,4,3,2,4,4,51,0.000849182528652,0.013194707435466,2.3125,3.8,1,1,0.608552631578947
OG0002128,1,1,1,1,3,3,1,2,2,2,3,2,3,4,8,2,4,2,6,2,2,1,2,2,3,2,2,2,2,2,2,2,4,3,2,4,4,3,5,3,3,3,61,0.002213629977482,0.025207130104261,2.40625,3.4,1,1,0.707720588235294
OG0002138,3,3,2,3,3,3,2,2,1,2,2,3,3,4,3,3,2,4,7,4,3,4,2,2,2,3,3,3,2,2,2,5,1,1,2,1,1,1,5,2,2,2,259,0.002315437222119,0.026226244588159,2.875,1.8,1,1,1.59722222222222
OG0002183,7,4,0,7,8,0,1,2,4,0,1,4,7,2,2,2,4,3,0,2,5,2,5,1,2,5,0,4,1,5,5,7,0,0,2,0,0,0,1,1,1,2,261.5,0.002436998016832,0.027478396006121,3.1875,0.7,0.84375,0.5,4.55357142857143
OG0002215,2,3,3,2,3,4,2,2,2,2,2,4,3,4,3,3,2,4,7,4,3,2,2,1,4,3,4,3,2,3,2,2,1,1,1,3,1,1,4,2,1,2,255.5,0.003542408128606,0.038361622892891,2.875,1.7,1,1,1.69117647058824
OG0002248,3,1,1,3,2,3,1,2,3,4,2,2,1,3,2,2,3,1,6,2,3,1,1,2,3,3,2,3,2,2,1,2,4,5,3,4,5,3,3,3,2,4,52.5,0.001024243137382,0.015644075139275,2.25,3.6,1,1,0.625
OG0002249,4,1,2,3,4,2,2,3,1,3,7,4,2,5,3,2,5,1,7,6,5,3,2,3,8,1,3,0,3,4,3,0,1,0,1,0,0,0,2,2,0,0,288,0.00013460533087,0.003016545363407,3.1875,0.6,0.9375,0.4,5.3125
OG0002254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,20,30,13,0,0,1,0,64,3.58698185311013E-06,0.00019745781772,0,10.8,0,0.6,0
OG0002278,2,1,3,2,3,4,2,2,4,6,2,3,6,2,7,2,3,2,6,5,2,1,2,1,3,2,3,1,4,2,3,3,1,1,1,3,1,1,2,1,1,1,274,0.000534747634706,0.00873907823954,2.9375,1.3,1,1,2.25961538461538
OG0002279,2,1,2,2,3,2,2,3,2,2,2,4,2,3,2,3,3,3,4,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,2,8,3,3,3,3,2,4,73,0.004439084820038,0.04669897725364,2.28125,3.4,1,1,0.670955882352941
OG0002284,3,1,3,1,2,1,2,2,2,2,2,2,3,3,2,3,2,2,6,2,2,2,2,2,3,2,1,0,2,2,2,1,5,8,2,3,4,5,3,2,2,6,61,0.001583339294221,0.019844703944293,2.09375,4,0.96875,1,0.5234375
OG0002294,0,0,0,0,0,1,0,0,0,2,0,0,5,0,7,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,25,10,0,17,18,12,0,0,1,3,68.5,0.001701184935015,0.020030755402862,0.65625,8.6,0.25,0.7,0.076308139534884
OG0002295,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,21,14,0,25,16,18,0,0,0,1,80,0.003194575945305,0.034884137935615,0.375,9.5,0.1875,0.6,0.039473684210526
OG0002307,3,2,2,3,2,3,1,3,2,5,2,1,7,3,4,3,2,5,5,6,2,2,2,2,3,2,3,2,3,2,2,2,1,1,1,1,1,1,4,1,1,3,264,0.00150493294797,0.019844703944293,2.84375,1.5,1,1,1.89583333333333
OG0002376,6,5,2,6,2,2,1,3,0,1,1,4,3,10,1,1,1,10,2,4,3,4,1,2,0,3,1,4,2,0,8,3,0,1,0,0,0,0,2,6,0,0,260.5,0.002707214412803,0.030299287136675,3,0.9,0.90625,0.3,3.33333333333333
OG0002391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,35,2,51,0,0,0,0,80,2.99794008066071E-05,0.000741867515223,0,10.5,0,0.5,0
OG0002419,2,1,5,2,2,3,1,2,1,4,0,2,3,3,2,3,2,2,3,5,2,1,1,2,2,1,4,1,1,3,2,1,3,6,3,4,3,3,3,3,2,5,62,0.002933880987699,0.032394466093997,2.15625,3.5,0.96875,1,0.616071428571429
OG0002442,1,1,1,1,2,2,1,2,2,2,2,3,8,3,4,2,2,1,4,3,2,2,1,2,3,1,2,1,2,2,2,1,4,4,4,5,4,4,2,2,4,2,56.5,0.001348890262527,0.019844703944293,2.125,3.5,1,1,0.607142857142857
OG0002464,2,2,2,2,3,2,1,2,2,2,2,3,3,2,2,2,2,3,4,3,3,3,2,1,2,2,2,2,2,3,2,2,4,4,2,4,3,3,3,3,2,3,65.5,0.001982980780193,0.022907534304358,2.25,3.1,1,1,0.725806451612903
OG0002474,0,0,0,0,1,1,2,2,2,3,3,8,5,3,5,2,2,0,2,0,2,0,2,3,1,0,1,0,5,1,3,0,6,5,6,6,5,6,1,0,4,5,62,0.003415754015116,0.037130008647102,1.84375,4.4,0.6875,0.9,0.419034090909091
OG0002531,5,1,2,4,2,3,1,2,1,2,1,3,3,5,2,4,4,5,4,4,2,2,1,2,3,3,2,3,3,2,2,3,1,1,3,1,2,1,2,1,2,1,253.5,0.004478410038769,0.046957927158331,2.6875,1.5,1,1,1.79166666666667
OG0002554,2,1,3,6,1,1,1,1,1,2,1,1,1,3,3,1,1,3,2,1,1,7,1,1,1,1,1,3,1,1,3,2,7,8,3,6,6,5,3,2,1,1,69.5,0.003892161109419,0.041724548012545,1.84375,4.2,1,1,0.438988095238095
OG0002589,3,1,2,1,3,2,2,4,1,4,2,9,2,5,2,3,3,3,6,2,3,2,3,2,1,3,1,2,2,3,1,3,1,1,1,1,1,1,5,1,1,1,263.5,0.001547647647473,0.019844703944293,2.6875,1.4,1,1,1.91964285714286
OG0002607,2,4,4,3,2,2,2,2,1,3,2,3,2,3,2,3,2,4,6,4,2,4,2,2,2,2,3,2,2,2,2,4,1,1,1,3,1,1,3,1,1,2,262.5,0.001418783285218,0.019844703944293,2.65625,1.5,1,1,1.77083333333333
OG0002627,1,2,2,2,2,2,0,4,1,1,2,2,2,2,2,2,2,3,5,2,2,4,2,1,2,2,2,2,1,2,2,2,4,4,3,5,4,4,3,1,3,3,51,0.000506729205905,0.008304808947896,2.03125,3.4,0.96875,1,0.597426470588235
OG0002673,3,2,1,3,1,2,1,2,1,2,1,1,5,1,1,1,2,2,4,1,2,2,1,2,2,2,2,2,1,1,1,2,6,4,3,9,4,4,2,2,2,5,41,0.000217825390743,0.00409253533352,1.78125,4.1,1,1,0.434451219512195
OG0002685,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,4,3,2,5,3,3,2,2,3,2,82.5,0.002235374371003,0.025396805517277,2.15625,2.9,1,1,0.743534482758621
OG0002704,2,2,1,2,2,2,1,1,1,3,2,4,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,5,3,4,3,2,2,5,2,54.5,0.000369112895137,0.006245355404755,2,3.4,1,1,0.588235294117647
OG0002711,1,2,2,2,1,6,2,2,2,5,3,3,2,4,3,6,1,4,8,3,1,3,3,2,1,1,7,2,3,0,2,4,0,0,2,0,0,0,2,1,2,0,277,0.00043518318403,0.007286021490191,2.84375,0.7,0.96875,0.4,4.0625
OG0002729,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,3,2,3,4,2,3,3,2,2,2,5,2,2,2,3,2,2,1,1,2,2,1,1,3,2,2,2,248,0.003639094993039,0.039260683120542,2.5,1.7,1,1,1.47058823529412
OG0002752,1,2,1,2,2,3,2,2,4,3,3,2,3,2,5,3,4,2,8,3,2,4,2,2,3,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,250,0.004385284397222,0.046200667668574,2.5625,1.5,1,1,1.70833333333333
OG0002766,2,3,2,2,3,2,2,2,1,3,2,3,6,4,5,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,5,1,2,1,264,0.000884069513447,0.013692354243299,2.53125,1.6,1,1,1.58203125
OG0002778,0,0,0,1,2,0,1,2,9,0,3,1,0,2,0,5,2,0,0,0,1,3,1,1,1,2,0,1,5,0,1,0,6,5,0,15,11,6,2,1,5,2,61,0.002758306710503,0.030771860737009,1.375,5.3,0.59375,0.9,0.259433962264151
OG0002816,3,3,3,4,1,7,2,2,2,2,1,3,5,2,2,2,1,3,8,4,2,2,1,1,4,2,4,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,265,0.001192378580884,0.017973261610076,2.625,1.2,1,1,2.1875
OG0002825,3,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,4,3,3,3,3,2,2,71,0.001658427500147,0.019844703944293,2.125,2.8,1,1,0.758928571428572
OG0002834,0,0,1,0,4,3,1,4,1,12,3,3,2,3,3,3,4,1,8,7,4,2,3,2,4,0,5,0,2,4,2,0,0,0,0,0,0,0,4,1,0,0,263,0.001907587673233,0.022192335942507,2.84375,0.5,0.8125,0.2,5.6875
OG0002838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,20,22,14,0,0,0,0,85,0.000700689670169,0.011128144955196,0.0625,9.4,0.0625,0.5,0.006648936170213
OG0002840,3,1,2,3,2,1,2,2,3,3,1,5,2,5,8,4,2,4,3,1,2,2,2,3,1,2,2,2,3,2,3,5,0,0,2,0,0,0,5,1,1,0,274,0.000576607750493,0.009322420186641,2.6875,0.9,1,0.4,2.98611111111111
OG0002909,2,1,2,2,2,3,1,2,2,1,1,2,2,2,1,2,2,2,6,2,2,1,1,1,2,3,3,3,1,2,3,3,3,3,3,3,4,3,2,2,3,3,59,0.001579208689093,0.019844703944293,2.03125,2.9,1,1,0.700431034482759
OG0002914,3,3,1,2,3,2,3,1,2,2,2,3,2,3,3,3,3,3,4,2,3,2,2,2,2,3,2,3,2,3,1,3,1,1,2,1,1,1,4,2,2,1,251,0.004605938019251,0.048154512115383,2.4375,1.6,1,1,1.5234375
OG0002920,4,1,2,2,3,2,1,3,2,2,2,4,3,3,2,2,3,3,5,2,3,3,2,2,2,2,2,2,2,3,2,3,1,1,2,1,1,1,3,2,2,1,258.5,0.001888693501674,0.02201304839882,2.46875,1.5,1,1,1.64583333333333
OG0002956,6,3,1,2,1,3,1,1,1,5,1,2,6,2,5,2,1,4,5,6,1,2,1,1,2,5,2,3,1,1,2,3,1,1,1,2,1,1,1,1,1,1,250,0.004452125846839,0.046760807468697,2.5625,1.1,1,1,2.32954545454545
OG0002975,1,3,3,1,3,2,2,3,1,3,2,4,5,3,3,2,3,3,4,3,2,4,2,2,2,1,2,2,2,3,2,2,1,1,1,1,1,1,2,3,1,1,271,0.000652755148429,0.010476902466122,2.5,1.3,1,1,1.92307692307692
OG0002983,9,2,11,5,2,0,1,1,0,2,1,2,2,3,1,4,5,6,2,4,1,3,1,1,4,7,1,4,1,1,1,3,0,0,0,0,0,0,0,1,0,1,297,3.64287719300846E-05,0.000868546570582,2.84375,0.2,0.9375,0.2,14.21875
OG0002996,1,2,1,1,1,2,2,1,1,3,2,6,1,2,2,2,1,2,6,3,1,4,2,2,2,1,2,1,2,1,2,1,3,3,2,5,3,3,3,3,2,3,54,0.00106072910564,0.016175555841318,1.96875,3,1,1,0.65625
OG0002997,2,2,2,2,2,3,2,2,2,1,2,3,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,83,0.004298103835582,0.045415418608408,2.09375,2.6,1,1,0.805288461538462
OG0003022,3,1,1,1,1,1,1,2,2,2,2,1,3,2,3,1,3,1,4,7,1,3,1,1,2,2,1,2,1,1,2,1,5,4,4,4,3,2,2,2,4,2,57.5,0.001599569543946,0.019844703944293,1.875,3.2,1,1,0.5859375
OG0003038,2,3,3,1,2,3,1,2,2,2,2,3,3,5,2,2,2,2,6,3,2,2,2,2,3,2,2,2,2,3,2,2,1,1,1,3,1,1,3,1,1,2,249,0.004636991913718,0.048426309589643,2.40625,1.5,1,1,1.60416666666667
OG0003048,2,2,1,2,2,1,1,2,2,4,2,5,3,3,3,3,3,3,4,2,0,3,2,2,3,3,2,4,2,2,2,3,1,1,1,1,1,1,3,2,1,2,257.5,0.002723972427822,0.030463109323213,2.4375,1.4,0.96875,1,1.74107142857143
OG0003073,7,1,0,1,6,4,0,1,0,0,3,1,4,1,1,1,2,1,9,7,3,1,2,2,1,5,4,3,2,7,3,3,0,0,1,0,0,0,2,2,0,0,265,0.001627719092725,0.019844703944293,2.6875,0.5,0.875,0.3,5.375
OG0003119,1,1,1,1,2,1,1,3,2,3,2,4,1,4,1,4,2,3,1,2,2,2,2,2,2,1,1,1,2,2,1,1,3,3,2,6,3,4,4,2,2,3,57,0.001522669880744,0.019844703944293,1.84375,3.2,1,1,0.576171875
OG0003121,2,2,2,3,2,2,1,2,2,4,1,3,3,2,2,2,2,5,1,4,2,8,1,1,2,2,2,2,1,2,2,4,1,1,1,1,1,1,5,2,1,1,250.5,0.004379798313995,0.046159796610814,2.375,1.5,1,1,1.58333333333333
OG0003165,3,2,2,3,2,3,1,2,1,3,1,1,3,2,2,2,2,6,6,3,3,3,2,1,1,3,3,4,1,3,1,4,1,1,0,1,1,1,2,2,0,2,262.5,0.00177966524969,0.020835282242705,2.46875,1.1,1,0.8,2.24431818181818
OG0003220,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,5,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,16,6,1,5,9,3,2,1,1,2,70.5,0.002019746504711,0.023266767073111,1.34375,4.6,1,1,0.292119565217391
OG0003277,7,1,0,4,3,1,0,1,3,2,2,4,6,0,1,1,4,1,5,1,2,2,3,1,4,3,4,4,2,3,4,2,0,0,0,0,0,0,3,3,1,0,263.5,0.001958901580512,0.022656699842236,2.53125,0.7,0.90625,0.3,3.61607142857143
OG0003284,1,2,2,1,2,2,1,2,2,2,1,3,3,4,2,2,2,3,1,2,2,2,1,2,1,1,2,1,2,2,2,2,4,3,2,3,3,2,2,2,3,4,65,0.002075781924186,0.023788263696477,1.875,2.8,1,1,0.669642857142857
OG0003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,38,7,25,0,0,0,0,80,2.99794008066071E-05,0.000741867515223,0,8.8,0,0.5,0
OG0003327,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,4,2,2,4,1,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,3,2,1,264.5,0.000497303266596,0.008159124320532,2.28125,1.4,1,1,1.62946428571429
OG0003341,1,2,2,2,2,1,2,1,1,1,1,2,2,5,2,3,1,3,2,2,2,3,1,2,1,2,1,2,1,2,2,3,3,4,2,3,3,3,2,3,2,2,68,0.003662419114938,0.039467854903285,1.875,2.7,1,1,0.694444444444444
OG0003354,0,2,0,0,4,2,1,2,1,1,0,2,3,2,3,2,2,1,5,2,3,0,0,4,0,0,2,0,1,3,1,0,5,5,1,8,5,5,3,2,1,3,61.5,0.003169574410324,0.034650636532954,1.53125,3.8,0.6875,1,0.402960526315789
OG0003366,2,1,2,2,3,1,1,2,2,2,2,4,2,2,2,2,3,2,5,4,3,1,2,2,2,2,2,2,2,3,3,2,1,1,2,1,1,1,2,2,1,2,252,0.002496426592909,0.028115380640642,2.25,1.4,1,1,1.60714285714286
OG0003377,1,2,1,1,1,1,1,3,1,2,1,2,1,2,1,2,3,1,2,1,1,4,1,1,1,1,1,1,2,1,2,1,5,5,1,8,5,6,2,1,1,5,71.5,0.003731274507113,0.040164674630708,1.46875,3.9,1,1,0.376602564102564
OG0003380,2,2,1,2,3,2,1,3,2,4,1,2,4,4,3,2,2,2,6,2,3,2,1,2,2,2,2,2,2,3,3,2,1,1,1,2,1,1,1,1,0,1,291,4.03995387470159E-05,0.00095765573284,2.375,1,1,0.9,2.375
OG0003396,2,1,1,1,2,2,4,1,2,2,2,1,2,1,2,1,2,1,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,5,4,2,3,2,3,3,3,56.5,0.000877201659882,0.013593313747792,1.78125,2.9,1,1,0.614224137931034
OG0003424,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,5,3,2,2,2,2,2,2,2,2,1,2,2,3,1,1,1,2,1,1,3,2,1,2,243.5,0.003991181333733,0.042690483886127,2.1875,1.5,1,1,1.45833333333333
